trip_id,pickup_datetime,pickup_zone,vehicle_type,passenger_count,trip_distance_km,trip_duration_min,payment_method,fare_amount
TRP101570,2024-02-13 09:03:19,Business District,Sedan,3,2.32,15.3,UPI,145.68
TRP103785,2024-04-06 13:25:11,Residential,Sedan,3,5.99,17.4,UPI,192.28
TRP108540,2025-01-18 00:48:05,Airport,Sedan,1,3.82,17.6,UPI,357.85
TRP104641,2024-01-15 12:12:05,Residential,Mini,1,6.68,17.9,Wallet,150.07
TRP111313,2025-02-09 01:46:23,Airport,Mini,2,5.94,19.0,UPI,279.61
TRP108048,2024-12-21 23:18:52,Mall,Mini,1,4.41,13.7,UPI,246.29
TRP103334,2024-05-04 07:16:18,Railway Station,Mini,1,16.32,38.4,UPI,300.31
TRP104215,2024-07-05 11:31:02,Residential,Auto,2,4.64,28.5,Wallet,108.62
TRP103721,2025-02-13 22:28:09,Suburb,Sedan,1,4.54,11.8,Card,145.2
TRP103128,2025-03-08 03:10:49,Residential,Sedan,4,3.23,10.8,Cash,207.96
TRP104295,2024-01-20 19:38:57,Suburb,Auto,1,7.42,26.4,UPI,155.9
TRP109037,2025-06-07 08:50:16,Business District,Sedan,1,2.09,11.9,UPI,128.74
TRP108416,2024-05-10 08:06:14,Business District,Mini,2,12.56,50.1,UPI,301.83
TRP100812,2025-01-08 17:37:52,Residential,Mini,1,3.92,16.8,UPI,166.68
TRP111573,2025-02-18 04:23:29,Business District,Sedan,1,3.22,12.4,Wallet,157.53
TRP100357,2025-05-01 20:32:20,Airport,Mini,2,3.5,18.3,UPI,248.87
TRP100101,2024-04-19 03:35:49,Airport,Mini,3,9.09,20.9,Cash,264.95
TRP107237,2024-12-05 12:12:58,Residential,Auto,1,1.13,3.7,Card,57.5
TRP110701,2025-03-01 12:56:01,Suburb,Mini,4,3.76,15.5,UPI,89.74
TRP106648,2025-04-07 09:26:22,Business District,Sedan,3,2.49,13.8,Cash,128.61
TRP102325,2024-07-05 20:15:03,Residential,Mini,1,4.83,26.5,UPI,145.59
TRP100373,2024-07-23 00:24:39,Business District,Sedan,2,1.88,11.2,Cash,166.7
TRP106720,2024-07-08 00:47:39,Residential,Mini,1,5.66,12.2,Cash,175.19
TRP107293,2024-05-14 21:34:25,Railway Station,SUV,2,3.15,13.5,Cash,242.62
TRP103728,2024-12-14 21:48:45,Suburb,Mini,1,5.72,24.0,Cash,216.83
TRP110240,2024-10-29 15:31:21,Railway Station,Sedan,3,4.41,20.4,Card,145.83
TRP101039,2025-03-27 15:16:49,Railway Station,Sedan,4,5.69,24.9,UPI,206.12
TRP108241,2024-08-08 21:43:23,Residential,Mini,2,1.45,11.2,UPI,110.69
TRP106005,2024-02-08 02:49:04,Residential,Mini,1,3.52,8.5,Card,113.45
TRP109843,2024-04-13 18:27:12,Railway Station,SUV,2,3.72,15.8,Card,208.87
TRP100099,2024-03-17 07:18:59,Suburb,Mini,4,4.09,10.8,Cash,109.86
TRP107143,2024-08-31 08:52:50,Residential,Mini,3,4.63,16.7,UPI,168.85
TRP108480,2024-09-08 20:46:21,Suburb,Sedan,2,3.23,15.3,UPI,206.15
TRP102678,2024-07-23 10:58:31,Residential,Mini,1,3.63,20.5,UPI,111.93
TRP109281,2024-07-09 21:03:07,Residential,Sedan,1,4.16,23.9,UPI,200.9
TRP103852,2024-07-11 07:23:33,Railway Station,Sedan,2,1.42,6.9,Cash,104.16
TRP104832,2024-10-15 02:08:48,Business District,Mini,1,5.93,21.3,UPI,199.9
TRP105026,2024-05-07 01:43:19,Mall,SUV,1,3.37,10.6,Cash,228.12
TRP106533,2024-07-07 03:21:51,Business District,Sedan,4,3.26,7.1,Card,232.49
TRP111815,2024-11-05 17:19:51,Residential,Sedan,5,6.0,23.8,UPI,225.55
TRP111749,2024-01-12 09:44:17,Residential,SUV,1,1.6,12.4,Wallet,211.21
TRP103130,2024-09-08 16:02:41,Railway Station,Mini,4,4.28,14.7,Cash,75.33
TRP102982,2025-03-24 22:17:10,Airport,Sedan,1,3.88,12.2,UPI,196.69
TRP105632,2024-11-21 19:30:07,Residential,Sedan,2,4.1,22.7,UPI,181.3
TRP100932,2024-05-20 14:11:00,Residential,Sedan,2,3.43,11.3,Cash,126.02
TRP110816,2025-02-26 23:42:10,Residential,SUV,2,5.24,12.9,Cash,258.68
TRP108870,2024-06-10 19:51:41,Business District,SUV,4,12.07,38.4,UPI,454.25
TRP105294,2024-12-28 20:39:09,Business District,Mini,3,16.79,56.8,UPI,440.91
TRP105706,2025-02-17 21:18:23,Residential,SUV,3,4.15,15.8,Cash,235.63
TRP105825,2024-03-05 12:16:37,Business District,Auto,3,6.08,19.2,Cash,94.2
TRP106109,2024-09-08 20:25:33,Residential,Sedan,4,8.4,42.8,Wallet,308.42
TRP101320,2024-03-03 13:06:23,Railway Station,SUV,2,4.84,19.7,Cash,228.34
TRP107452,2025-01-22 10:51:14,Airport,Sedan,2,4.73,24.5,Card,283.31
TRP101347,2025-01-17 16:20:41,Airport,Sedan,3,2.12,10.8,Wallet,162.78
TRP110821,2025-01-17 13:44:21,Business District,SUV,1,6.63,16.3,UPI,217.2
TRP107615,2025-05-26 12:45:37,Railway Station,Mini,1,2.95,13.4,UPI,79.38
TRP111914,2024-01-08 21:09:13,Mall,SUV,2,1.15,12.0,UPI,191.06
TRP103429,2024-05-16 05:29:19,Suburb,SUV,1,1.55,5.8,UPI,178.43
TRP100119,2024-03-03 12:48:07,Railway Station,Mini,2,6.6,15.5,Wallet,146.4
TRP101323,2025-04-29 01:27:01,Business District,Mini,2,6.62,29.6,UPI,213.36
TRP102351,2025-01-25 00:54:02,Residential,Mini,1,5.49,18.0,Cash,237.99
TRP104220,2025-03-26 16:07:25,Mall,Auto,3,3.0,11.4,Wallet,51.27
TRP100385,2024-03-08 00:37:11,Residential,Sedan,1,4.95,12.8,Cash,183.17
TRP107760,2025-01-24 05:39:43,Airport,Sedan,1,7.22,15.2,UPI,260.66
TRP108462,2025-01-21 04:19:54,Airport,Mini,4,2.74,13.7,Cash,186.33
TRP109575,2025-03-21 04:32:44,Residential,Mini,2,7.27,14.9,Cash,181.12
TRP105421,2024-06-13 04:32:03,Residential,Mini,2,2.13,6.4,Cash,113.54
TRP106182,2025-04-09 05:50:17,Business District,Mini,6,3.81,9.9,UPI,174.02
TRP108196,2024-06-10 02:12:21,Residential,Sedan,1,4.39,15.1,UPI,206.54
TRP103447,2024-11-26 13:34:59,Business District,Sedan,4,2.59,9.1,UPI,89.65
TRP104622,2024-07-29 00:53:32,Business District,Mini,1,4.58,11.2,UPI,161.77
TRP102464,2024-04-16 17:39:18,Residential,Sedan,3,2.64,14.6,UPI,152.49
TRP104610,2024-10-11 20:32:35,Airport,Auto,1,3.2,13.7,Card,147.42
TRP103902,2024-01-07 13:55:39,Railway Station,Mini,1,3.55,13.8,Cash,90.33
TRP101743,2024-01-13 15:13:40,Business District,Mini,3,2.07,8.7,UPI,35.55
TRP110096,2024-08-18 05:48:24,Railway Station,SUV,1,4.11,12.6,Card,248.46
TRP104789,2025-06-14 05:51:28,Suburb,Sedan,1,3.63,9.6,Cash,213.91
TRP104344,2024-03-23 21:12:35,Residential,Sedan,1,3.9,19.8,UPI,155.02
TRP107282,2024-12-25 09:07:46,Residential,Sedan,2,2.15,11.0,Cash,124.22
TRP107822,2024-07-29 23:02:38,Suburb,SUV,3,4.97,21.1,UPI,292.24
TRP101954,2024-08-06 15:30:47,Mall,Mini,3,5.7,21.1,UPI,107.89
TRP105778,2024-03-21 00:20:58,Airport,Sedan,3,2.56,11.5,UPI,220.71
TRP102034,2025-04-06 22:04:59,Mall,Sedan,2,3.73,11.6,UPI,176.49
TRP102189,2024-07-16 22:40:19,Residential,Mini,2,6.02,,UPI,134.28
TRP103574,2025-01-09 13:59:50,Suburb,Sedan,2,7.89,20.7,Card,209.95
TRP102507,2024-08-10 09:35:06,Residential,Auto,1,3.18,24.4,Cash,96.35
TRP109747,2024-11-09 18:34:39,Airport,Auto,3,9.7,44.1,Card,276.94
TRP104706,2024-08-20 17:30:14,Mall,Mini,1,8.21,38.4,Wallet,211.65
TRP107209,2024-03-19 04:27:00,Residential,Sedan,2,9.43,24.1,Card,277.5
TRP111890,2024-07-20 03:08:04,Residential,SUV,1,6.37,16.9,Wallet,319.52
TRP106571,2024-03-15 15:25:54,Residential,Mini,4,2.8,11.7,Cash,85.61
TRP104165,2024-04-09 00:02:11,Residential,SUV,6,5.87,16.6,UPI,261.87
TRP101744,2024-04-24 20:22:05,Business District,Sedan,1,13.41,51.4,Card,397.5
TRP100856,2024-05-13 16:56:38,Residential,Mini,2,10.91,29.9,Cash,203.74
TRP110618,2024-07-08 10:33:51,Residential,SUV,1,2.42,14.3,UPI,170.43
TRP107454,2025-02-17 06:40:23,Airport,Sedan,1,1.91,8.5,UPI,177.3
TRP110559,2024-04-08 05:09:25,Business District,Sedan,2,5.09,17.2,UPI,149.01
TRP111485,2024-01-02 14:28:05,Suburb,Sedan,3,3.75,15.0,UPI,131.19
TRP101053,2025-06-07 07:15:21,Mall,Mini,3,3.29,11.5,Cash,70.76
TRP108902,2024-10-15 06:38:53,Suburb,SUV,1,7.61,19.2,Card,278.68
TRP108370,2024-04-01 01:51:17,Suburb,Sedan,1,2.57,9.9,Card,120.63
TRP109761,2025-01-17 20:38:46,Railway Station,Auto,5,4.94,21.0,Cash,112.55
TRP107606,2024-03-26 23:11:36,Residential,Mini,1,4.61,15.8,Wallet,129.33
TRP108051,2024-11-24 13:56:52,Residential,Mini,1,2.93,8.3,UPI,109.58
TRP100468,2024-04-09 01:57:34,Residential,Sedan,2,3.65,9.2,UPI,193.47
TRP110595,2024-02-10 02:47:05,Residential,Auto,1,2.74,14.3,UPI,106.97
TRP105333,2025-02-07 13:11:10,Railway Station,SUV,4,2.95,9.5,Card,189.85
TRP107188,2024-11-05 16:59:58,Railway Station,Sedan,2,2.16,14.0,Card,124.22
TRP103780,2024-05-04 09:58:46,Suburb,Mini,5,6.92,29.5,Cash,204.9
TRP104663,2024-06-16 15:14:18,Mall,Auto,2,1.74,7.0,Wallet,72.08
TRP111971,2025-06-04 15:09:01,Railway Station,Sedan,3,3.11,9.6,Cash,141.57
TRP111074,2025-06-09 03:38:00,Business District,Mini,1,5.54,13.0,Card,202.01
TRP108061,2024-04-25 06:51:34,Railway Station,Sedan,2,5.85,16.5,Cash,158.23
TRP109676,2024-08-20 00:57:36,Mall,SUV,1,2.67,10.8,Wallet,192.23
TRP107200,2024-01-03 07:03:53,Mall,Sedan,1,2.6,9.9,UPI,110.87
TRP101457,2024-09-05 11:51:51,Railway Station,Mini,3,2.12,14.2,UPI,129.61
TRP108159,2024-06-09 07:30:05,Suburb,Sedan,1,4.03,8.6,Card,105.07
TRP102884,2024-03-24 20:47:54,Business District,SUV,1,4.18,,UPI,263.05
TRP103620,2024-05-01 09:54:33,Business District,Mini,3,3.29,14.1,UPI,166.0
TRP111386,2024-03-08 15:27:45,Suburb,Sedan,2,3.4,18.0,Cash,113.36
TRP104315,2025-04-10 01:53:41,Suburb,Mini,1,1.73,10.8,Card,147.19
TRP102075,2024-09-10 13:04:36,Residential,Sedan,1,6.87,20.5,Cash,190.34
TRP111887,2024-10-20 18:36:00,Residential,Mini,1,8.91,40.4,UPI,203.78
TRP108784,2024-08-27 17:56:03,Airport,Mini,2,6.85,29.5,Cash,271.76
TRP102846,2024-07-29 22:37:06,Residential,Sedan,1,1.85,8.9,Cash,108.34
TRP109073,2025-05-17 20:02:44,Mall,Mini,1,7.7,49.2,Wallet,251.59
TRP100047,2025-05-02 15:27:33,Suburb,Sedan,1,4.84,16.3,Card,123.74
TRP103540,2024-11-12 19:28:04,Residential,Sedan,1,1.87,12.1,Cash,139.8
TRP109705,2024-10-10 16:23:49,Business District,Auto,1,2.13,10.4,Cash,48.68
TRP107660,2024-08-13 21:40:45,Business District,Auto,3,3.21,12.3,Card,70.49
TRP103613,2025-02-14 04:49:08,Residential,Mini,1,3.35,9.3,Cash,85.46
TRP111198,2025-05-04 22:00:18,Business District,Sedan,1,3.44,14.7,Wallet,189.53
TRP111544,2024-01-21 12:07:53,Railway Station,SUV,2,5.59,13.6,Cash,230.92
TRP110686,2025-01-29 23:33:29,Residential,Sedan,1,4.31,7.9,UPI,204.03
TRP108758,2024-05-02 21:24:10,Business District,Sedan,5,2.46,11.3,UPI,145.35
TRP102543,2025-03-15 16:32:49,Airport,Sedan,2,1.52,11.3,UPI,159.84
TRP107306,2025-04-21 10:10:08,Airport,Sedan,1,7.97,34.0,UPI,345.91
TRP107969,2024-03-14 06:00:34,Airport,Sedan,1,3.99,18.2,Cash,219.67
TRP101825,2024-02-27 10:51:48,Mall,Mini,2,2.62,18.3,UPI,142.26
TRP107349,2025-05-20 03:44:47,Business District,Mini,1,4.85,14.6,Cash,207.22
TRP105261,2025-03-30 23:37:05,Airport,SUV,1,5.44,21.5,UPI,384.93
TRP104189,2024-07-06 02:05:22,Mall,Sedan,1,4.23,11.5,Card,215.24
TRP110750,2024-04-28 03:41:59,Residential,SUV,1,1.29,7.4,Cash,198.25
TRP104233,2024-01-22 14:23:49,Railway Station,Sedan,2,3.42,11.9,UPI,132.09
TRP103219,2025-01-16 22:37:49,Residential,Mini,4,13.63,29.3,UPI,251.03
TRP105181,2025-03-01 23:56:18,Business District,Auto,1,3.89,19.3,UPI,133.36
TRP107785,2025-06-02 14:02:58,Residential,Sedan,6,5.28,13.4,UPI,178.19
TRP103544,2024-12-10 11:28:15,Suburb,SUV,2,10.93,48.3,UPI,517.53
TRP100245,2024-02-16 02:33:30,Business District,Mini,3,2.73,13.1,UPI,129.41
TRP110660,2024-03-28 19:28:07,Airport,Sedan,1,4.08,16.3,Cash,222.91
TRP109423,2024-02-04 21:24:14,Business District,Sedan,1,2.01,14.6,Card,114.29
TRP104094,2024-10-19 17:57:28,Residential,Mini,3,2.62,13.1,UPI,109.66
TRP107599,2024-02-11 21:36:14,Mall,Mini,3,4.94,24.4,UPI,145.64
TRP101178,2024-05-21 12:07:28,Residential,SUV,1,1.12,6.4,UPI,119.68
TRP111813,2025-01-27 18:45:28,Residential,Mini,2,4.15,21.8,Wallet,135.27
TRP100647,2024-10-19 08:20:14,Railway Station,Mini,1,2.78,18.3,Cash,126.74
TRP107768,2025-06-22 20:14:07,Business District,Mini,3,4.3,16.7,Cash,184.03
TRP106346,2025-01-05 04:39:48,Residential,Auto,1,1.37,8.6,UPI,130.42
TRP103873,2024-12-04 23:33:46,Mall,SUV,1,3.14,11.1,Card,186.92
TRP111586,2024-10-10 13:54:16,Residential,Sedan,1,3.41,12.5,UPI,157.23
TRP104333,2025-02-17 07:22:11,Residential,Auto,2,2.96,12.6,Card,58.84
TRP107579,2024-01-06 02:16:44,Residential,Sedan,1,8.69,22.8,UPI,364.39
TRP101002,2024-10-31 20:11:18,Mall,Sedan,1,2.96,14.1,Cash,173.02
TRP101139,2024-10-21 13:58:03,Mall,Mini,1,3.75,11.8,UPI,112.91
TRP109431,2024-07-08 00:17:51,Residential,Mini,1,5.83,22.0,UPI,191.44
TRP100518,2024-09-16 13:55:01,Residential,SUV,1,6.69,22.5,Cash,247.74
TRP102955,2024-02-24 01:11:48,Business District,SUV,3,1.69,10.0,Wallet,227.13
TRP106902,2024-01-17 09:48:24,Residential,SUV,1,5.66,27.9,UPI,368.49
TRP106913,2024-01-12 03:53:05,Residential,Mini,1,4.27,9.1,Card,179.03
TRP110113,2024-10-31 23:51:33,Business District,Mini,2,7.38,18.4,Wallet,174.48
TRP100700,2024-10-11 05:15:10,Mall,Sedan,1,9.32,27.7,UPI,280.63
TRP101369,2024-12-12 11:00:56,Mall,Mini,1,2.8,11.8,Card,124.49
TRP100839,2025-05-12 05:00:11,Mall,Mini,3,11.61,25.3,UPI,246.26
TRP100461,2024-03-17 15:00:36,Residential,Mini,1,20.91,47.1,UPI,357.07
TRP109609,2024-09-06 22:48:10,Mall,Sedan,3,2.27,6.0,Card,105.14
TRP103090,2024-08-02 01:33:16,Business District,Sedan,3,5.85,26.0,Cash,227.61
TRP102516,2024-10-14 05:29:49,Residential,Sedan,1,1.26,10.4,UPI,159.86
TRP100724,2025-03-05 03:09:57,Airport,Sedan,0,2.85,12.1,UPI,187.2
TRP104963,2024-05-03 07:35:35,Residential,Mini,1,2.52,7.7,UPI,105.56
TRP111334,2024-12-01 21:26:37,Suburb,Sedan,3,3.65,20.2,Card,131.23
TRP103464,2025-02-13 08:08:38,Suburb,Sedan,2,1.34,8.6,Wallet,139.3
TRP100014,2025-01-26 17:49:20,Residential,Auto,1,9.43,33.8,Wallet,151.96
TRP102333,2024-10-29 00:35:41,Residential,Sedan,2,1.91,5.6,Cash,141.31
TRP109365,2024-01-14 06:05:00,Railway Station,Auto,4,4.74,23.8,Card,66.54
TRP105332,2024-02-08 06:46:46,Mall,SUV,1,4.14,11.7,UPI,225.86
TRP101275,2025-01-24 10:32:07,Residential,Mini,2,5.53,18.4,Cash,190.77
TRP102788,2025-03-31 18:00:33,Residential,Auto,1,4.34,21.6,Cash,122.01
TRP110225,2024-04-08 08:16:54,Business District,Mini,3,3.14,13.0,UPI,110.92
TRP101408,2024-01-01 20:06:51,Railway Station,Sedan,1,1.72,10.0,Cash,166.63
TRP106874,2024-11-20 17:14:43,Business District,Mini,1,12.52,40.8,UPI,264.67
TRP100744,2025-03-10 04:36:05,Mall,Mini,2,6.28,17.5,UPI,181.99
TRP109194,2024-12-06 04:54:33,Residential,Mini,1,2.23,9.2,Wallet,126.57
TRP105058,2024-12-04 14:24:06,Residential,Mini,1,3.48,11.8,UPI,115.6
TRP108316,2024-12-14 11:21:23,Mall,SUV,2,2.12,8.1,UPI,176.19
TRP108497,2024-03-22 19:24:33,Suburb,Sedan,1,2.72,13.5,Cash,163.64
TRP102310,2024-02-06 20:45:43,Railway Station,Mini,1,5.76,22.3,Wallet,156.43
TRP107899,2024-12-10 21:44:23,Business District,Mini,1,10.79,58.3,UPI,270.81
TRP103821,2024-10-26 07:04:29,Residential,Sedan,4,1.48,7.4,UPI,139.07
TRP105980,2025-03-24 17:55:29,Residential,Sedan,2,7.67,36.3,Cash,309.44
TRP108149,2024-08-25 17:25:31,Business District,Sedan,4,5.3,21.9,UPI,204.14
TRP102963,2025-02-04 17:30:04,Airport,Mini,1,6.58,31.7,UPI,300.98
TRP102910,2024-02-19 10:56:52,Airport,Sedan,2,1.5,11.2,UPI,181.3
TRP106897,2025-01-12 18:23:27,Business District,Sedan,2,2.71,12.1,Card,129.49
TRP106608,2024-01-26 20:39:17,Business District,Mini,4,4.32,18.1,Cash,165.24
TRP108665,2024-02-08 09:21:25,Business District,Auto,2,6.14,22.5,Cash,116.46
TRP101671,2024-11-05 13:09:10,Business District,Mini,3,5.65,11.8,Cash,125.16
TRP107393,2024-01-22 01:33:22,Mall,Sedan,2,2.45,9.6,Cash,150.49
TRP107696,2024-08-19 12:19:12,Business District,Sedan,1,2.99,12.7,Card,104.8
TRP110702,2025-05-08 18:42:11,Residential,Sedan,1,4.51,20.3,UPI,180.11
TRP106157,2024-05-10 08:13:08,Mall,Auto,1,4.21,20.7,UPI,107.43
TRP103689,2024-08-07 07:58:48,Residential,Sedan,2,3.19,10.3,Card,117.06
TRP106175,2025-03-12 12:49:50,Suburb,Sedan,1,5.0,12.2,Cash,173.43
TRP104698,2024-01-31 17:36:30,Residential,Sedan,2,2.73,13.9,Cash,123.79
TRP105381,2024-02-03 01:12:56,Mall,Sedan,1,1.12,3.0,UPI,154.74
TRP104890,2024-01-27 19:03:58,Residential,SUV,1,11.93,48.7,Cash,519.22
TRP103003,2025-01-19 21:05:03,Suburb,Sedan,3,7.42,29.4,UPI,247.22
TRP101213,2025-04-18 06:33:57,Business District,SUV,2,3.47,10.8,Cash,159.7
TRP107924,2024-07-07 07:07:17,Residential,Sedan,3,5.43,13.8,Card,144.37
TRP100214,2025-02-06 08:35:39,Suburb,Sedan,2,15.21,44.6,UPI,417.38
TRP104393,2024-06-10 00:09:59,Mall,Mini,2,14.73,41.9,UPI,320.69
TRP105335,2024-07-31 14:05:17,Business District,Sedan,1,4.53,14.8,Card,142.75
TRP102142,2024-11-29 04:25:13,Mall,Mini,2,4.53,13.2,Cash,126.3
TRP105050,2025-05-13 17:38:04,Residential,Mini,1,8.57,47.3,UPI,291.8
TRP101453,2024-05-14 08:27:24,Business District,Mini,4,3.84,18.9,UPI,117.32
TRP108490,2025-06-17 01:17:37,Business District,Mini,2,2.2,4.5,UPI,90.23
TRP100967,2024-06-22 02:30:14,Residential,Mini,4,4.84,17.0,Card,216.25
TRP110556,2024-06-14 06:06:00,Residential,Mini,2,4.39,15.2,Card,120.2
TRP107900,2025-05-30 15:00:51,Residential,Sedan,3,6.91,17.0,UPI,195.04
TRP106822,2024-10-06 02:24:37,Business District,Mini,4,6.73,19.4,Card,280.56
TRP104281,2024-03-07 12:31:04,Airport,Auto,1,2.95,11.0,Cash,124.62
TRP103469,2024-05-01 21:58:59,Mall,Mini,2,3.18,18.1,UPI,178.69
TRP102487,2024-10-13 17:38:25,Railway Station,Mini,1,3.47,19.1,Card,63.95
TRP105046,2025-05-13 01:32:19,Residential,Mini,3,3.38,12.9,Card,202.88
TRP103014,2024-09-08 00:01:58,Business District,Sedan,4,3.19,16.5,UPI,213.83
TRP101413,2025-03-08 10:01:58,Business District,SUV,1,3.64,19.7,Cash,268.62
TRP102596,2025-01-29 19:40:59,Residential,Mini,2,3.06,17.1,Cash,153.15
TRP106435,2024-02-10 22:30:16,Residential,Sedan,1,5.35,21.0,UPI,228.0
TRP105062,2025-01-12 00:15:13,Business District,Sedan,4,5.27,20.1,Card,221.99
TRP110193,2024-05-06 08:34:34,Residential,Mini,4,2.03,12.1,Cash,127.27
TRP109971,2024-05-17 05:31:11,Business District,Sedan,1,7.19,16.5,UPI,215.32
TRP102232,2024-03-16 08:19:10,Mall,Mini,1,3.73,15.7,Cash,120.34
TRP107051,2024-03-24 19:50:05,Airport,Auto,2,0.98,5.9,UPI,100.76
TRP105400,2024-10-17 21:01:50,Business District,Sedan,1,3.92,16.2,Wallet,150.88
TRP108576,2024-05-21 12:08:16,Residential,Sedan,1,2.44,12.8,UPI,129.17
TRP108708,2024-10-08 19:29:22,Railway Station,Mini,4,5.54,22.9,Cash,195.16
TRP100031,2024-05-04 01:44:10,Business District,Mini,1,3.73,10.3,Card,157.9
TRP111985,2025-02-21 12:51:00,Mall,Sedan,1,6.31,23.4,Cash,210.1
TRP106134,2025-02-03 11:14:25,Mall,Sedan,3,2.39,16.4,Wallet,117.44
TRP102417,2024-06-06 11:06:46,Residential,Mini,2,3.73,17.2,Cash,143.11
TRP110084,2025-06-29 09:28:29,Railway Station,SUV,1,8.39,38.0,Cash,399.14
TRP101358,2024-02-26 05:56:50,Business District,Sedan,3,6.1,22.7,Cash,246.17
TRP109459,2024-12-14 09:09:51,Business District,Mini,3,9.18,32.2,Wallet,245.04
TRP106053,2024-01-03 11:51:30,Business District,Sedan,3,4.04,19.5,Cash,175.85
TRP111133,2024-02-03 21:24:23,Residential,Auto,1,11.87,49.5,UPI,194.54
TRP100050,2025-02-18 21:43:20,Business District,Sedan,5,5.91,28.3,UPI,211.03
TRP100483,2025-03-11 01:29:28,Business District,Mini,4,3.69,13.6,Card,152.36
TRP109592,2025-02-17 20:51:18,Business District,Sedan,3,5.55,25.2,Card,214.06
TRP111599,2025-02-05 19:43:51,Residential,Mini,1,4.45,22.1,UPI,181.07
TRP110238,2024-08-23 16:20:39,Airport,Mini,4,4.8,19.5,Card,160.51
TRP110570,2024-06-16 16:38:54,Railway Station,Mini,1,2.67,9.8,Wallet,111.73
TRP106923,2024-06-06 08:33:49,Residential,Mini,1,4.07,13.0,UPI,164.83
TRP103989,2025-02-15 22:44:44,Residential,Sedan,3,6.05,15.0,UPI,256.33
TRP106191,2024-06-24 09:58:11,Residential,Auto,1,4.43,34.7,UPI,132.01
TRP106762,2025-05-18 14:59:34,Residential,SUV,2,6.0,22.0,Card,224.7
TRP101512,2025-02-10 04:38:39,Residential,Mini,5,2.2,12.3,Wallet,117.96
TRP109527,2024-02-16 10:06:43,Suburb,Sedan,2,8.02,23.7,UPI,295.85
TRP108156,2024-07-20 17:32:54,Residential,Auto,4,5.34,23.9,Cash,147.28
TRP111876,2024-11-20 12:00:23,Suburb,Sedan,2,6.61,22.6,UPI,242.48
TRP108131,2025-03-21 19:26:19,Mall,Sedan,1,5.84,25.3,UPI,203.1
TRP110759,2025-06-04 11:45:14,Airport,Mini,3,5.86,19.1,UPI,242.62
TRP102021,2024-12-25 09:29:02,Suburb,SUV,1,1.71,12.8,Cash,228.79
TRP106067,2024-03-11 08:40:22,Mall,Sedan,2,2.79,21.3,Cash,200.71
TRP105899,2024-02-21 04:14:45,Mall,Auto,4,2.31,6.3,Cash,115.59
TRP106021,2024-09-23 17:38:59,Business District,Auto,1,8.36,31.5,UPI,125.53
TRP103886,2024-04-06 11:02:38,Mall,Auto,1,3.63,11.6,UPI,82.52
TRP102455,2025-04-03 21:33:12,Business District,SUV,1,5.92,31.2,Cash,296.97
TRP111119,2024-05-26 13:52:53,Residential,Auto,1,13.0,29.5,UPI,185.94
TRP102271,2024-06-11 03:35:26,Suburb,Mini,3,6.38,20.2,Wallet,186.94
TRP107598,2024-04-22 19:40:38,Residential,Sedan,1,11.4,53.3,Cash,358.84
TRP100668,2025-05-16 17:47:27,Business District,Sedan,1,8.71,60.7,UPI,322.98
TRP108262,2024-03-19 04:02:59,Residential,Sedan,1,2.81,12.5,UPI,139.34
TRP111112,2024-03-22 12:03:10,Mall,Sedan,3,4.94,11.6,Cash,168.06
TRP111341,2024-05-04 21:37:39,Suburb,Mini,2,12.21,50.9,Card,263.15
TRP103680,2024-01-18 13:16:53,Mall,Sedan,1,3.02,10.8,Cash,171.75
TRP104083,2024-12-11 06:22:50,Business District,Sedan,1,3.36,13.6,UPI,143.21
TRP108683,2025-02-02 16:43:14,Mall,Sedan,2,4.84,21.5,UPI,153.41
TRP110365,2024-06-28 22:46:45,Business District,Auto,2,2.78,9.6,Cash,64.42
TRP111908,2024-02-11 02:31:06,Mall,Sedan,1,2.83,9.1,UPI,230.29
TRP109448,2024-05-21 13:40:04,Residential,Mini,6,2.73,9.0,Wallet,80.31
TRP102685,2024-05-13 11:19:18,Residential,Mini,1,13.2,61.0,Card,338.89
TRP104347,2024-11-28 04:16:33,Business District,Mini,1,1.55,6.9,UPI,115.67
TRP109972,2024-02-26 07:00:55,Mall,Sedan,1,4.52,14.4,Cash,148.86
TRP111495,2025-02-17 19:05:35,Business District,Sedan,1,2.62,10.5,Cash,173.61
TRP102452,2024-09-13 14:18:09,Suburb,Mini,4,5.74,18.1,UPI,158.36
TRP110720,2025-05-06 12:02:09,Railway Station,Mini,3,2.79,8.3,Card,88.4
TRP102239,2024-05-02 02:05:52,Business District,Sedan,1,9.77,36.5,Card,292.83
TRP101208,2024-06-04 11:06:48,Business District,Auto,1,3.4,20.3,Card,99.41
TRP103441,2024-09-05 16:17:09,Airport,Sedan,3,4.38,13.4,Card,213.31
TRP106800,2025-03-31 14:16:32,Residential,Sedan,2,3.57,18.8,UPI,90.94
TRP103910,2025-06-14 00:11:09,Airport,Sedan,1,3.73,12.6,UPI,289.67
TRP106569,2024-01-17 14:29:24,Mall,Mini,1,1.99,9.3,UPI,82.36
TRP107808,2025-03-19 20:18:42,Business District,Sedan,1,2.33,13.1,UPI,190.95
TRP105720,2024-10-13 19:18:38,Business District,Sedan,2,6.97,27.7,UPI,230.53
TRP102412,2024-11-24 10:49:19,Residential,Auto,1,2.3,12.6,UPI,61.49
TRP108603,2024-01-07 16:04:17,Residential,SUV,2,12.37,,Cash,336.51
